snapshot_date,product_id,product_name,category,supplier,opening_stock,receipts,units_sold,shrinkage,closing_stock,reorder_point,days_of_cover,stock_status
2025-12-31,SKU-1009,Power Bank,Electronics,Nova Supply Co.,41,24,16,1,48,20,90.0,Healthy
2025-12-31,SKU-1010,USB-C Hub,Electronics,Peak Imports,40,57,34,0,63,29,55.6,Healthy
2025-12-31,SKU-1011,USB-C Hub,Electronics,Urban Source Ltd.,66,7,3,0,70,21,700.0,Healthy
2025-12-31,SKU-1012,USB-C Hub,Electronics,Nova Supply Co.,86,17,6,0,97,30,485.0,Healthy
2025-12-31,SKU-1013,Mechanical Keyboard,Electronics,Nova Supply Co.,70,21,1,0,90,19,900.0,Overstock
2025-12-31,SKU-1014,Mechanical Keyboard,Electronics,Nova Supply Co.,54,12,3,0,63,15,630.0,Overstock
2025-12-31,SKU-1015,Mechanical Keyboard,Electronics,Aster Distribution,50,32,7,0,75,29,321.4,Healthy
2025-12-31,SKU-1016,Air Fryer,Home & Kitchen,Aster Distribution,69,20,3,1,85,32,850.0,Healthy
2025-12-31,SKU-1017,Air Fryer,Home & Kitchen,Peak Imports,153,21,5,0,6,31,36.0,Low Stock
2025-12-31,SKU-1018,Air Fryer,Home & Kitchen,Peak Imports,68,25,7,0,86,29,368.6,Healthy
2025-12-31,SKU-1019,Electric Kettle,Home & Kitchen,Nova Supply Co.,53,19,13,2,57,24,131.5,Healthy
2025-12-31,SKU-1020,Electric Kettle,Home & Kitchen,Peak Imports,44,17,4,2,103,17,772.5,Overstock
2025-12-31,SKU-1021,Electric Kettle,Home & Kitchen,Aster Distribution,102,34,8,1,127,31,476.2,Overstock
2025-12-31,SKU-1022,Blender,Home & Kitchen,Peak Imports,43,16,1,1,57,25,570.0,Healthy
2025-12-31,SKU-1023,Blender,Home & Kitchen,Urban Source Ltd.,40,9,3,0,6,25,60.0,Low Stock
2025-12-31,SKU-1024,Blender,Home & Kitchen,Aster Distribution,50,12,19,1,42,18,66.3,Healthy
2025-12-31,SKU-1025,Desk Lamp,Home & Kitchen,Urban Source Ltd.,131,0,7,1,123,30,527.1,Overstock
2025-12-31,SKU-1026,Desk Lamp,Home & Kitchen,Peak Imports,90,10,14,0,86,21,184.3,Overstock
2025-12-31,SKU-1027,Desk Lamp,Home & Kitchen,Brightline Wholesale,109,30,6,3,130,34,650.0,Healthy
2025-12-31,SKU-1028,Storage Box,Home & Kitchen,Nova Supply Co.,26,3,4,0,2,19,15.0,Low Stock
2025-12-31,SKU-1029,Storage Box,Home & Kitchen,Aster Distribution,81,1,3,2,77,29,770.0,Healthy
2025-12-31,SKU-1030,Storage Box,Home & Kitchen,Urban Source Ltd.,105,21,16,0,213,32,399.4,Overstock
2025-12-31,SKU-1031,Notebook,Office,Brightline Wholesale,55,40,11,1,6,23,16.4,Low Stock
2025-12-31,SKU-1032,Notebook,Office,Brightline Wholesale,51,0,0,0,51,27,510.0,Healthy
2025-12-31,SKU-1033,Gel Pen Set,Office,Aster Distribution,64,6,4,2,64,19,480.0,Healthy
2025-12-31,SKU-1034,Gel Pen Set,Office,Aster Distribution,47,4,3,0,48,23,480.0,Healthy
2025-12-31,SKU-1035,Monitor Stand,Office,Brightline Wholesale,78,56,24,0,110,18,137.5,Overstock
2025-12-31,SKU-1036,Monitor Stand,Office,Nova Supply Co.,48,46,18,0,105,28,175.0,Healthy
2025-12-31,SKU-1037,Desk Organizer,Office,Nova Supply Co.,54,3,1,0,56,14,560.0,Healthy
2025-12-31,SKU-1038,Desk Organizer,Office,Urban Source Ltd.,70,14,3,1,80,30,800.0,Healthy
2025-12-31,SKU-1039,Office Chair,Office,Nova Supply Co.,45,28,6,0,37,12,185.0,Healthy
2025-12-31,SKU-1040,Office Chair,Office,Brightline Wholesale,35,13,4,0,44,19,330.0,Healthy
2025-12-31,SKU-1041,Face Cleanser,Beauty,Brightline Wholesale,30,19,4,0,45,26,337.5,Healthy
2025-12-31,SKU-1042,Face Cleanser,Beauty,Peak Imports,60,17,14,0,63,16,135.0,Healthy
2025-12-31,SKU-1043,Sunscreen,Beauty,Brightline Wholesale,121,19,1,1,138,27,1380.0,Overstock
2025-12-31,SKU-1044,Sunscreen,Beauty,Nova Supply Co.,87,9,6,1,89,18,445.0,Overstock
2025-12-31,SKU-1045,Moisturizer,Beauty,Urban Source Ltd.,101,9,0,1,109,26,1090.0,Overstock
2025-12-31,SKU-1046,Moisturizer,Beauty,Peak Imports,85,13,8,1,89,21,333.8,Overstock
2025-12-31,SKU-1047,Hair Dryer,Beauty,Nova Supply Co.,33,1,1,2,31,18,310.0,Healthy
2025-12-31,SKU-1048,Hair Dryer,Beauty,Urban Source Ltd.,70,5,2,0,73,15,730.0,Overstock
2025-12-31,SKU-1049,Makeup Brush Set,Beauty,Nova Supply Co.,137,4,2,1,138,33,1380.0,Overstock
2025-12-31,SKU-1050,Makeup Brush Set,Beauty,Peak Imports,44,20,1,0,63,18,630.0,Healthy
2025-12-31,SKU-1051,Yoga Mat,Sports,Brightline Wholesale,63,6,0,1,6,24,60.0,Low Stock
2025-12-31,SKU-1052,Yoga Mat,Sports,Peak Imports,120,3,5,1,117,27,702.0,Overstock
2025-12-31,SKU-1053,Yoga Mat,Sports,Brightline Wholesale,67,56,23,3,97,28,126.5,Healthy
2025-12-31,SKU-1054,Resistance Bands,Sports,Peak Imports,123,2,3,2,120,26,1200.0,Overstock
2025-12-31,SKU-1055,Resistance Bands,Sports,Aster Distribution,26,20,6,0,40,15,200.0,Healthy
2025-12-31,SKU-1056,Resistance Bands,Sports,Nova Supply Co.,66,22,20,1,67,22,100.5,Healthy
2025-12-31,SKU-1057,Water Bottle,Sports,Nova Supply Co.,54,13,14,0,53,26,113.6,Healthy
2025-12-31,SKU-1058,Water Bottle,Sports,Aster Distribution,77,6,0,0,7,34,70.0,Low Stock
2025-12-31,SKU-1059,Water Bottle,Sports,Brightline Wholesale,29,29,5,0,0,18,0.0,Stockout
2025-12-31,SKU-1060,Running Belt,Sports,Nova Supply Co.,63,13,9,1,66,14,220.0,Overstock
2025-12-31,SKU-1061,Running Belt,Sports,Aster Distribution,59,30,9,1,79,14,263.3,Overstock
2025-12-31,SKU-1062,Running Belt,Sports,Nova Supply Co.,49,1,1,0,49,19,490.0,Healthy
2025-12-31,SKU-1063,Dumbbell Set,Sports,Urban Source Ltd.,37,14,6,2,43,28,215.0,Healthy
2025-12-31,SKU-1064,Dumbbell Set,Sports,Brightline Wholesale,67,27,4,1,89,33,667.5,Healthy
2025-12-31,SKU-1065,Dumbbell Set,Sports,Urban Source Ltd.,135,20,1,2,152,32,1520.0,Overstock
